chr snpid bp cM male_cM female_cM
14 WU_10.2_14_137005068 125835864 92.766 88.537 96.995
14 WU_10.2_14_137041347 125871855 92.768 88.537 96.999
14 H3GA0042485 125893734 92.7715 88.541 97.002
14 DRGA0014662 125917150 92.834 88.584 97.084
14 MARC0057006 125929866 92.834 88.584 97.084
14 WU_10.2_14_137139237 125969120 92.9025 88.658 97.147
14 DRGA0014668 125989898 92.92 88.662 97.178
14 WU_10.2_14_137178653 126008518 92.951 88.708 97.194
14 WU_10.2_14_137240693 126070497 92.9865 88.732 97.241
14 ALGA0081992 126090249 93.213 88.931 97.495
14 ASGA0066790 126116642 93.5195 89.302 97.737
14 WU_10.2_14_137302643 126132301 93.619 89.364 97.874
14 WU_10.2_14_137480629 126169470 93.9675 89.586 98.349
14 WU_10.2_14_137510128 126262175 94.8205 90.45 99.191
14 ASGA0066803 126281250 94.951 90.59 99.312
14 ASGA0066811 126330868 95.0195 90.641 99.398
14 ASGA0066818 126373434 95.0215 90.641 99.402
14 WU_10.2_14_137635589 126387427 95.0235 90.641 99.406
14 WU_10.2_14_137659395 126411187 95.0405 90.644 99.437
14 H3GA0042524 126428906 95.068 90.672 99.464
14 ALGA0082044 126495169 95.0835 90.672 99.495
14 WU_10.2_14_137760159 126511836 95.0835 90.672 99.495
14 ALGA0082045 126525520 95.0875 90.676 99.499
14 WU_10.2_14_137851481 126603293 95.0875 90.676 99.499
14 WU_10.2_14_137911099 126666451 95.093 90.683 99.503
14 DRGA0014679 126681992 95.095 90.687 99.503
14 WU_10.2_14_137873771 126704365 95.103 90.703 99.503
14 WU_10.2_14_138001019 126755162 95.103 90.703 99.503
14 WU_10.2_14_138013300 126767445 95.103 90.703 99.503
14 BGIS0001808 126785128 95.1165 90.726 99.507
14 DIAS0001591 126809784 95.1165 90.726 99.507
14 ASGA0097092 126815264 95.1165 90.726 99.507
14 WU_10.2_14_138154824 126844802 95.1185 90.73 99.507
14 ALGA0082094 126854352 95.14 90.738 99.542
14 WU_10.2_14_138181598 126871472 95.22 90.796 99.644
14 ASGA0066844 126901849 95.3175 90.843 99.792
14 INRA0047660 126942720 95.3525 90.874 99.831
14 ASGA0066859 126962550 95.3605 90.878 99.843
14 ASGA0066870 127006893 95.386 90.886 99.886
14 DRGA0014683 127042527 95.407 90.901 99.913
14 ALGA0082102 127068375 95.407 90.901 99.913
14 DRGA0014684 127119827 95.407 90.901 99.913
14 INRA0047675 127173710 95.407 90.901 99.913
14 WU_10.2_14_138510129 127210186 95.409 90.901 99.917
14 WU_10.2_14_138538702 127240072 95.423 90.905 99.941
14 WU_10.2_14_138687681 127259140 95.423 90.905 99.941
14 ASGA0066888 127300581 95.4365 90.913 99.96
14 WU_10.2_14_138726594 127325316 95.4425 90.917 99.968
14 ALGA0082109 127336280 95.507 90.956 100.058
14 WU_10.2_14_138756514 127355210 95.515 90.956 100.074
14 WU_10.2_14_138761064 127359760 95.515 90.956 100.074
14 H3GA0042582 127373192 95.5205 90.967 100.074
14 DRGA0014689 127404865 95.5535 91.01 100.097
14 ASGA0066903 127434582 95.5535 91.01 100.097
14 ALGA0082115 127448730 95.5535 91.01 100.097
14 INRA0047694 127503357 95.5575 91.014 100.101
14 ASGA0066908 127523698 95.583 91.022 100.144
14 ALGA0082127 127551759 95.583 91.022 100.144
14 ASGA0066914 127570359 95.583 91.022 100.144
14 ASGA0066917 127586033 95.587 91.022 100.152
14 WU_10.2_14_139057492 127657454 95.69 91.096 100.284
14 WU_10.2_14_139080934 127689237 95.811 91.213 100.409
14 WU_10.2_14_139115957 127724261 95.899 91.24 100.558
14 H3GA0042605 127741123 95.899 91.24 100.558
14 WU_10.2_14_139142705 127750801 95.899 91.24 100.558
14 ASGA0066945 127763646 95.899 91.24 100.558
14 WU_10.2_14_139218877 127800461 96.2005 91.365 101.036
14 H3GA0042608 127853488 96.31 91.427 101.193
14 H3GA0042609 127860824 96.31 91.427 101.193
14 WU_10.2_14_139226857 127879250 96.31 91.427 101.193
14 ALGA0082172 127945595 96.576 91.728 101.424
14 WU_10.2_14_139473549 127958897 96.63 91.782 101.478
14 WU_10.2_14_139488835 127974179 96.675 91.805 101.545
14 WU_10.2_14_139497526 127982869 96.681 91.809 101.553
14 ALGA0082176 128032199 96.753 91.856 101.65
14 ASGA0066963 128071175 97.227 92.231 102.223
14 H3GA0042623 128092359 97.229 92.235 102.223
14 ASGA0066968 128148581 97.231 92.239 102.223
14 INRA0047711 128173135 97.233 92.239 102.227
14 ALGA0082183 128186888 97.233 92.239 102.227
14 WU_10.2_14_139721921 128207465 97.372 92.352 102.392
14 WU_10.2_14_139742338 128227879 97.372 92.352 102.392
14 ASGA0066972 128242746 97.4965 92.515 102.478
14 WU_10.2_14_139773383 128258924 97.5355 92.574 102.497
14 ALGA0082192 128299046 97.8285 92.788 102.869
14 WU_10.2_14_139888206 128373630 97.9325 92.851 103.014
14 WU_10.2_14_139906120 128391542 97.938 92.858 103.018
14 WU_10.2_14_139930834 128416255 97.979 92.905 103.053
14 WU_10.2_14_139947667 128433088 97.991 92.921 103.061
14 ALGA0082209 128444530 97.997 92.925 103.069
14 H3GA0042636 128490257 98.002 92.928 103.076
14 WU_10.2_14_140027602 128513024 98.006 92.932 103.08
14 ALGA0082221 128536732 98.01 92.936 103.084
14 MARC0112944 128557262 98.024 92.936 103.112
14 WU_10.2_14_140085260 128570681 98.0295 92.94 103.119
14 MARC0052077 128584351 98.0475 92.952 103.143
14 ALGA0082230 128597566 98.0705 92.967 103.174
14 WU_10.2_14_140146239 128631443 98.0765 92.967 103.186
14 14_140163299 128648449 98.0785 92.967 103.19
14 WU_10.2_14_140199680 128688157 98.135 93.014 103.256
14 DRGA0014699 128705477 98.16 93.033 103.287
14 WU_10.2_14_140228777 128717186 98.16 93.033 103.287
14 WU_10.2_14_140245302 128722654 98.162 93.037 103.287
14 MARC0060657 128724941 98.166 93.041 103.291
14 WU_10.2_14_140336333 128740018 98.192 93.069 103.315
14 MARC0013517 128771941 98.233 93.104 103.362
14 ALGA0082243 128786578 98.2655 93.127 103.404
14 WU_10.2_14_140275799 128800544 98.2695 93.131 103.408
14 ALGA0082253 128818036 98.2835 93.135 103.432
14 ALGA0082257 128829995 98.2855 93.135 103.436
14 WU_10.2_14_140374806 128843941 98.3005 93.142 103.459
14 WU_10.2_14_140419493 128888617 98.3105 93.15 103.471
14 ALGA0082272 128923147 98.3145 93.154 103.475
14 WU_10.2_14_140465711 128934741 98.3145 93.154 103.475
14 WU_10.2_14_140516939 128986155 98.324 93.158 103.49
14 MARC0068079 128991958 98.344 93.174 103.514
14 WU_10.2_14_140596290 129071689 98.4005 93.193 103.608
14 ASGA0067012 129114646 98.498 93.267 103.729
14 ALGA0082284 129135553 98.5155 93.275 103.756
14 WU_10.2_14_140679030 129154954 98.5235 93.279 103.768
14 WU_10.2_14_140691411 129167244 98.5255 93.283 103.768
14 INRA0047808 129187869 98.621 93.329 103.913
14 14_140726799 129202619 98.6735 93.364 103.983
14 H3GA0042665 129218494 98.742 93.458 104.026
14 14_140753986 129229752 99.1425 93.903 104.382
14 H3GA0042671 129243172 99.2715 94.02 104.523
14 WU_10.2_14_140778412 129254174 99.2775 94.032 104.523
14 ALGA0082302 129285753 99.2775 94.032 104.523
14 14_140821623 129297386 99.2775 94.032 104.523
14 WU_10.2_14_140831798 129307560 99.2835 94.032 104.535
14 M1GA0019295 129322484 99.2895 94.036 104.543
14 WU_10.2_14_140861656 129337424 99.3455 94.086 104.605
14 WU_10.2_14_140882048 129357775 99.3555 94.086 104.625
14 WU_10.2_14_140907917 129383643 99.367 94.094 104.64
14 CASI0010116 129389884 99.371 94.102 104.64
14 H3GA0042707 129401709 99.4315 94.164 104.699
14 WU_10.2_14_140957517 129433238 99.4335 94.164 104.703
14 WU_10.2_14_141038461 129514157 99.451 94.195 104.707
14 WU_10.2_14_141059113 129534514 99.455 94.199 104.711
14 WU_10.2_14_141068807 129544197 99.484 94.25 104.718
14 ALGA0082334 129554596 99.484 94.25 104.718
14 WU_10.2_14_141090146 129565608 99.484 94.25 104.718
14 ASGA0067069 129576628 99.496 94.258 104.734
14 ASGA0067071 129611113 99.615 94.398 104.832
14 ASGA0067073 129647765 99.615 94.398 104.832
14 WU_10.2_14_141186318 129660420 99.617 94.402 104.832
14 ALGA0082341 129672358 99.627 94.414 104.84
14 WU_10.2_14_141208015 129681458 99.648 94.456 104.84
14 ALGA0082348 129761613 99.681 94.515 104.847
14 ALGA0082352 129773287 99.683 94.515 104.851
14 WU_10.2_14_141318063 129780454 99.685 94.515 104.855
14 WU_10.2_14_141343846 129807677 99.685 94.515 104.855
14 ASGA0067091 129819947 99.722 94.542 104.902
14 WU_10.2_14_141391425 129854885 99.853 94.604 105.102
14 WU_10.2_14_141415876 129879313 99.9055 94.651 105.16
14 ALGA0082370 129888223 99.925 94.674 105.176
14 ALGA0082376 129932156 99.935 94.682 105.188
14 WU_10.2_14_141487091 129950519 99.9385 94.682 105.195
14 ALGA0082378 129955099 99.9385 94.682 105.195
14 DRGA0014720 129975478 99.9385 94.682 105.195
14 ASGA0067106 130000022 99.9445 94.69 105.199
14 14_141548311 130011569 99.9445 94.69 105.199
14 ALGA0082381 130024313 99.9545 94.702 105.207
14 WU_10.2_14_141570901 130034085 99.9565 94.706 105.207
14 DRGA0014723 130049733 99.9795 94.713 105.246
14 WU_10.2_14_141794469 130075906 100.126 94.924 105.328
14 WU_10.2_14_141780397 130089978 100.23 94.979 105.481
14 ALGA0082391 130127969 100.247 94.982 105.512
14 WU_10.2_14_141700231 130165646 100.253 94.982 105.524
14 ALGA0082396 130175621 100.3095 95.033 105.586
14 WU_10.2_14_141763738 130229133 100.3095 95.033 105.586
14 WU_10.2_14_141822289 130268122 100.333 95.064 105.602
14 ALGA0082418 130291033 100.3465 95.064 105.629
14 WU_10.2_14_141854493 130299455 100.46 95.162 105.758
14 ALGA0082425 130311873 100.6415 95.306 105.977
14 WU_10.2_14_141878651 130323628 100.831 95.399 106.263
14 ALGA0082435 130335220 101.097 95.606 106.588
14 ASGA0067164 130367324 101.1695 95.653 106.686
14 WU_10.2_14_141982272 130423750 101.234 95.727 106.741
14 ASGA0067171 130438475 101.234 95.727 106.741
14 WU_10.2_14_142022948 130464426 101.2845 95.75 106.819
14 DRGA0014729 130475128 101.2885 95.75 106.827
14 WU_10.2_14_142051989 130493465 101.292 95.75 106.834
14 ALGA0082456 130496697 101.292 95.75 106.834
14 WU_10.2_14_142067049 130508527 101.3625 95.789 106.936
14 ALGA0082459 130518076 101.5365 95.863 107.21
14 14_142089249 130530713 101.5485 95.875 107.222
14 ASGA0067180 130547263 101.6225 95.949 107.296
14 WU_10.2_14_142185462 130558730 101.6225 95.949 107.296
14 WU_10.2_14_142203506 130576865 101.6345 95.949 107.32
14 ASGA0067186 130586120 101.7535 96.015 107.492
14 ALGA0082467 130606369 101.7615 96.027 107.496
14 WU_10.2_14_142249308 130633153 101.8395 96.117 107.562
14 MARC0010450 130655512 101.896 96.152 107.64
14 WU_10.2_14_142286255 130669892 102.0175 96.246 107.789
14 WU_10.2_14_142332614 130716512 102.3785 96.564 108.193
14 WU_10.2_14_142343216 130728899 102.3805 96.568 108.193
14 WU_10.2_14_142371175 130758156 102.412 96.576 108.248
14 WU_10.2_14_142387878 130774860 103.0665 97.175 108.958
14 WU_10.2_14_142399176 130786160 103.6825 97.45 109.915
14 MARC0058806 130798477 103.789 97.525 110.053
14 WU_10.2_14_142422406 130810286 103.791 97.525 110.057
14 ALGA0082484 130817003 103.808 97.552 110.064
14 WU_10.2_14_142509143 131228413 105.112 98.578 111.646
14 WU_10.2_14_142512708 131231978 105.114 98.578 111.65
14 WU_10.2_14_142536208 131255462 105.2575 98.704 111.811
14 WU_10.2_14_142548649 131267896 105.33 98.735 111.925
14 WU_10.2_14_142563068 131282187 105.354 98.751 111.957
14 WU_10.2_14_142577751 131296849 105.3835 98.759 112.008
14 14_142590465 131309529 105.393 98.771 112.015
14 WU_10.2_14_142608286 131327344 105.397 98.771 112.023
14 WU_10.2_14_142624738 131343800 105.399 98.771 112.027
14 ASGA0067225 131357261 105.4305 98.783 112.078
14 WU_10.2_14_142657004 131376003 105.434 98.79 112.078
14 M1GA0019340 131389979 105.438 98.79 112.086
14 H3GA0042823 131405226 105.452 98.798 112.106
14 MARC0040863 131429246 105.5595 98.833 112.286
14 ASGA0067242 131461312 105.5595 98.833 112.286
14 WU_10.2_14_142779125 131498546 105.593 98.841 112.345
14 ALGA0110287 131511276 105.593 98.841 112.345
14 WU_10.2_14_142805582 131525001 105.593 98.841 112.345
14 WU_10.2_14_142815394 131534814 105.609 98.845 112.373
14 ALGA0082530 131547193 105.609 98.845 112.373
14 WU_10.2_14_142836841 131556263 105.609 98.845 112.373
14 ASGA0067246 131567501 105.609 98.845 112.373
14 WU_10.2_14_142860220 131579633 105.611 98.849 112.373
14 DIAS0001454 131594268 105.611 98.849 112.373
14 MARC0033496 131622833 105.721 98.865 112.577
14 WU_10.2_14_142962939 131682840 105.723 98.865 112.581
14 WU_10.2_14_142972355 131692256 105.855 98.924 112.786
14 WU_10.2_14_142989306 131709207 106.1285 99.097 113.16
14 ASGA0104655 131720282 106.1285 99.097 113.16
14 WU_10.2_14_143035137 131755011 106.1595 99.112 113.207
14 H3GA0042844 131770456 106.24 99.167 113.313
14 14_143065540 131784630 106.295 99.179 113.411
14 ALGA0082564 131795678 106.303 99.179 113.427
14 WU_10.2_14_143090274 131809329 106.3265 99.183 113.47
14 ASGA0067289 131822013 106.3325 99.187 113.478
14 WU_10.2_14_143116114 131834831 106.454 99.222 113.686
14 M1GA0019364 131865293 106.6175 99.265 113.97
14 H3GA0042858 131881254 106.6175 99.265 113.97
14 WU_10.2_14_143176701 131895667 106.7625 99.367 114.158
14 M1GA0019369 131907177 106.818 99.391 114.245
14 WU_10.2_14_143385949 131932219 106.8925 99.454 114.331
14 ALGA0082578 131949286 107.328 99.911 114.745
14 ASGA0067313 131965262 107.336 99.911 114.761
14 WU_10.2_14_143468134 132014263 107.3575 99.919 114.796
14 H3GA0042863 132027762 107.42 99.946 114.894
14 ASGA0067317 132040922 107.503 99.974 115.032
14 ALGA0082580 132070017 107.5595 99.993 115.126
14 WU_10.2_14_143563910 132108988 107.6955 100.029 115.362
14 ASGA0099462 132123232 107.9575 100.135 115.78
14 6_43731895 132228312 108.105 100.178 116.032
14 WU_10.2_6_43634682 132324567 108.1715 100.217 116.126
14 H3GA0042873 132363705 108.2205 100.229 116.212
14 MARC0034735 132407981 108.3445 100.288 116.401
14 INRA0048039 132430713 108.423 100.331 116.515
14 MARC0022298 132452402 108.441 100.339 116.543
14 WU_10.2_14_143947355 132462552 108.441 100.339 116.543
14 ASGA0067340 132473274 108.486 100.37 116.602
14 WU_10.2_14_143932451 132477432 108.5075 100.386 116.629
14 WU_10.2_14_143928481 132481394 108.537 100.402 116.672
14 WU_10.2_14_144068279 132481745 108.537 100.402 116.672
14 WU_10.2_14_144085546 132498605 108.582 100.437 116.727
14 WU_10.2_14_144090468 132503526 108.6905 100.492 116.889
14 WU_10.2_14_144137476 132551206 108.975 100.703 117.247
14 WU_10.2_14_144152367 132566098 108.977 100.707 117.247
14 WU_10.2_14_144227402 132640990 109.5785 101.042 118.115
14 ALGA0082618 132650143 109.627 101.073 118.181
14 WU_10.2_14_144250775 132664261 109.712 101.117 118.307
14 SIRI0000626 132681369 109.726 101.141 118.311
14 WU_10.2_14_144337960 132750970 109.75 101.157 118.343
14 14_144354119 132767137 109.7695 101.177 118.362
14 WU_10.2_14_144379790 132792805 109.815 101.213 118.417
14 ALGA0082633 132814735 109.819 101.213 118.425
14 WU_10.2_14_144412683 132825701 109.864 101.228 118.5
14 ASGA0067367 132833837 109.866 101.228 118.504
14 WU_10.2_14_144432694 132845711 109.907 101.244 118.57
14 H3GA0042897 132857424 109.907 101.244 118.57
14 WU_10.2_14_144473467 132886101 109.907 101.244 118.57
14 WU_10.2_14_144483865 132896498 109.933 101.252 118.614
14 MARC0094389 132908020 109.9425 101.256 118.629
14 M1GA0019394 132932573 109.9485 101.264 118.633
14 WU_10.2_14_144578064 132940710 110.0805 101.296 118.865
14 WU_10.2_14_144585502 132949710 110.0885 101.296 118.881
14 WU_10.2_14_144601047 132967401 110.1005 101.296 118.905
14 M1GA0019399 132980840 110.122 101.308 118.936
14 WU_10.2_14_144628354 132994551 110.124 101.312 118.936
14 ASGA0067392 133007345 110.132 101.316 118.948
14 MARC0060367 133018191 110.136 101.316 118.956
14 WU_10.2_14_144690065 133056524 110.2265 101.336 119.117
14 WU_10.2_14_144707963 133074421 110.2405 101.352 119.129
14 ASGA0067411 133085632 110.282 101.364 119.2
14 14_144727408 133093396 110.2835 101.367 119.2
14 H3GA0042945 133105898 110.301 101.375 119.227
14 WU_10.2_14_144752430 133118416 110.301 101.375 119.227
14 WU_10.2_14_144765908 133131894 110.3305 101.395 119.266
14 ALGA0082693 133141963 110.3345 101.395 119.274
14 WU_10.2_14_144806609 133172593 110.5145 101.511 119.518
14 H3GA0042953 133184149 110.548 101.531 119.565
14 MARC0007905 133212844 110.5795 101.558 119.601
14 WU_10.2_14_144858818 133224794 110.706 101.622 119.79
14 WU_10.2_14_144881765 133247736 110.765 101.626 119.904
14 H3GA0042967 133258634 111.0575 101.809 120.306
14 WU_10.2_14_144945525 133311501 111.2235 101.908 120.539
14 WU_10.2_14_144957281 133323255 111.243 101.908 120.578
14 WU_10.2_14_144988692 133354663 111.8365 102.217 121.456
14 MARC0078149 133367797 111.8955 102.237 121.554
14 MARC0107581 133371965 111.8955 102.237 121.554
14 WU_10.2_14_145063885 133429646 111.9705 102.253 121.688
14 MARC0054671 133441231 112.115 102.329 121.901
14 14_145101232 133466990 112.115 102.329 121.901
14 ALGA0082723 133515430 112.2895 102.445 122.134
14 WU_10.2_14_145164573 133530330 112.4775 102.497 122.458
14 WU_10.2_14_145170360 133536115 112.666 102.593 122.739
14 MARC0055776 133552309 112.7685 102.629 122.908
14 WU_10.2_14_145215962 133581716 112.834 102.645 123.023
14 ASGA0067489 133785365 113.2675 102.961 123.574
14 MARC0052210 133815179 113.3645 103.005 123.724
14 ALGA0082753 133843521 113.3645 103.005 123.724
14 WU_10.2_14_145292925 133856302 113.3685 103.009 123.728
14 WU_10.2_14_145379202 133879998 113.5075 103.085 123.93
14 WU_10.2_14_145417993 133918591 113.5115 103.089 123.934
14 WU_10.2_14_145477544 133978130 113.553 103.113 123.993
14 WU_10.2_14_145489454 133990038 113.5645 103.117 124.012
14 WU_10.2_14_145502096 134002680 113.7035 103.189 124.218
14 WU_10.2_14_145538004 134038591 113.7315 103.209 124.254
14 WU_10.2_14_145584676 134085262 113.7395 103.221 124.258
14 MARC0051404 134101754 113.8045 103.257 124.352
14 WU_10.2_14_145620173 134120757 113.8285 103.269 124.388
14 WU_10.2_14_145683465 134132049 113.8285 103.269 124.388
14 ASGA0067563 134161724 113.8625 103.309 124.416
14 WU_10.2_14_145726650 134175239 114.071 103.425 124.717
14 WU_10.2_14_145739303 134187893 114.071 103.425 124.717
14 WU_10.2_14_145770774 134219364 114.1385 103.457 124.82
14 ASGA0067579 134229455 114.14 103.457 124.823
14 ASGA0067585 134279013 114.146 103.457 124.835
14 WU_10.2_14_145843392 134291979 114.2215 103.521 124.922
14 WU_10.2_14_145874008 134322594 114.2255 103.525 124.926
14 WU_10.2_14_145907232 134355817 114.4005 103.621 125.18
14 ASGA0067593 134373443 114.5915 103.841 125.342
14 H3GA0043042 134394260 114.6035 103.849 125.358
14 WU_10.2_14_145959109 134407615 114.6095 103.849 125.37
14 WU_10.2_14_146063767 134447061 114.863 104.07 125.656
14 H3GA0043049 134474467 114.881 104.074 125.688
14 WU_10.2_14_146034197 134483838 114.881 104.074 125.688
14 ASGA0067610 134536654 115.0865 104.178 125.995
14 M1GA0019509 134570086 115.162 104.23 126.094
14 ALGA0082826 134602796 115.168 104.23 126.106
14 WU_10.2_14_146216551 134609123 115.168 104.23 126.106
14 WU_10.2_14_146225789 134618361 115.168 104.23 126.106
14 ASGA0067621 134625180 115.168 104.23 126.106
14 ALGA0082832 134639736 115.17 104.23 126.11
14 H3GA0043071 134694589 115.17 104.23 126.11
14 ASGA0067632 134726238 115.17 104.23 126.11
14 MARC0113693 134739437 115.17 104.23 126.11
14 MARC0114625 134781837 115.198 104.238 126.158
14 WU_10.2_14_146410956 134803873 115.198 104.238 126.158
14 ALGA0082859 134852903 115.204 104.25 126.158
14 WU_10.2_14_146492626 134884445 115.228 104.27 126.186
14 MARC0011440 134916175 115.228 104.27 126.186
14 WU_10.2_14_146548603 134940421 115.232 104.274 126.19
14 M1GA0019525 134955833 115.242 104.29 126.194
14 ASGA0067656 134977388 115.3255 104.338 126.313
14 MARC0062974 135001423 115.411 104.438 126.384
14 WU_10.2_14_146623094 135014889 115.415 104.442 126.388
14 H3GA0043093 135029058 115.443 104.458 126.428
14 WU_10.2_14_146683511 135054099 115.445 104.458 126.432
14 WU_10.2_14_146703754 135074342 115.445 104.458 126.432
14 H3GA0043096 135090006 115.445 104.458 126.432
14 ALGA0082895 135138873 115.477 104.494 126.46
14 ASGA0067689 135163946 115.485 104.51 126.46
14 MARC0030151 135175994 115.487 104.514 126.46
14 WU_10.2_14_146825835 135196235 115.527 104.542 126.512
14 WU_10.2_14_146860993 135230185 115.6825 104.698 126.667
14 WU_10.2_14_146877687 135247962 115.9005 104.927 126.874
14 WU_10.2_14_146891466 135261734 116.052 105.047 127.057
14 ALGA0082915 135278781 116.342 105.303 127.381
14 M1GA0019565 135299712 116.346 105.311 127.381
14 WU_10.2_14_146938783 135309011 116.346 105.311 127.381
14 ALGA0082927 135323133 116.356 105.323 127.389
14 SIRI0001041 135352403 116.358 105.327 127.389
14 MARC0056676 135373576 116.36 105.331 127.389
14 WU_10.2_14_147049798 135421939 116.532 105.496 127.568
14 WU_10.2_14_147097059 135449793 116.598 105.584 127.612
14 WU_10.2_14_147231087 135511552 116.768 105.772 127.764
14 WU_10.2_14_147279994 135560804 116.9245 105.981 127.868
14 WU_10.2_14_147301328 135582119 116.9665 105.993 127.94
14 ALGA0082955 135627526 117.062 106.077 128.047
14 ASGA0067743 135671095 117.082 106.093 128.071
14 WU_10.2_14_147406862 135687433 117.092 106.105 128.079
14 WU_10.2_14_147424746 135705097 117.098 106.113 128.083
14 ALGA0082963 135724759 117.1985 106.19 128.207
14 ASGA0067752 135771341 117.375 106.363 128.387
14 WU_10.2_14_147508875 135789177 117.4375 106.387 128.488
14 H3GA0043168 135825001 117.597 106.554 128.64
14 ALGA0082986 135844519 117.635 106.582 128.688
14 ASGA0067773 135876119 117.7845 106.708 128.861
14 ALGA0083003 135931682 118.0095 106.887 129.132
14 H3GA0043199 135957934 118.157 107.025 129.289
14 ALGA0083020 135996292 118.21 107.066 129.354
14 ALGA0083034 136103326 118.381 107.271 129.491
14 ALGA0083040 136125780 118.385 107.275 129.495
14 M1GA0019617 136169677 118.473 107.378 129.568
14 WU_10.2_14_148317351 136361806 118.585 107.517 129.653
14 M1GA0019637 136408214 118.63 107.562 129.698
14 SIRI0000773 136432948 118.7425 107.678 129.807
14 WU_10.2_14_148224944 136453896 118.8695 107.768 129.971
14 M1GA0019641 136478902 118.894 107.797 129.991
14 WU_10.2_14_148369143 136511432 119.017 107.908 130.126
14 ALGA0083072 136655094 119.1245 107.962 130.287
14 WU_10.2_14_148090833 136674454 119.1325 107.966 130.299
14 ALGA0083077 136735013 119.2905 108.025 130.556
14 H3GA0043246 136777225 119.34 108.075 130.605
14 WU_10.2_4_84857044 136799764 119.5335 108.196 130.871
14 ALGA0083109 136976286 119.5915 108.229 130.954
14 WU_10.2_14_148644641 136996759 119.737 108.317 131.157
14 ALGA0083112 137009935 119.739 108.321 131.157
14 WU_10.2_14_148897646 137024504 119.7805 108.35 131.211
14 ASGA0067898 137036448 119.8095 108.367 131.252
14 WU_10.2_14_148961252 137058995 119.853 108.404 131.302
14 M1GA0019644 137077958 119.9685 108.526 131.411
14 ALGA0083116 137099754 119.9765 108.534 131.419
14 ALGA0083119 137125011 120.037 108.572 131.502
14 H3GA0043278 137148948 120.087 108.601 131.573
14 ASGA0067905 137193623 120.0995 108.605 131.594
14 M1GA0019666 137216513 120.154 108.664 131.644
14 M1GA0019680 137239079 120.173 108.664 131.682
14 WU_10.2_14_149158644 137256242 120.233 108.676 131.79
14 ALGA0105709 137274020 120.3385 108.706 131.971
14 M1GA0027266 137276918 120.341 108.706 131.976
14 WU_10.2_14_149196149 137293760 120.3785 108.769 131.988
14 WU_10.2_14_149251155 137347951 120.6155 108.885 132.346
14 ALGA0083165 137423710 120.775 108.997 132.553
14 WU_10.2_14_149366675 137463463 120.9955 109.147 132.844
14 M1GA0019738 137506343 121.3045 109.351 133.258
14 DRGA0014761 137530925 121.3285 109.364 133.293
14 H3GA0043325 137581047 121.6755 109.62 133.731
14 WU_10.2_14_149501577 137598357 121.7155 109.663 133.768
14 WU_10.2_14_149541960 137638740 121.9655 109.813 134.118
14 ASGA0068011 137704958 122.269 110.111 134.427
14 M1GA0019792 137737259 122.274 110.111 134.437
14 H3GA0043362 137779177 122.284 110.116 134.452
14 WU_10.2_14_149725690 137822318 122.296 110.131 134.461
14 ASGA0068021 137829722 122.306 110.136 134.476
14 WU_10.2_14_149840089 137886570 122.423 110.296 134.55
14 INRA0048453 137959561 122.483 110.376 134.59
14 H3GA0043369 137987585 122.515 110.411 134.619
14 ASGA0068026 138017397 122.6455 110.532 134.759
14 M1GA0019802 138058111 122.653 110.547 134.759
14 ASGA0068037 138094425 122.718 110.633 134.803
14 MARC0041532 138122494 122.723 110.633 134.813
14 ALGA0083230 138212108 122.812 110.674 134.95
14 WU_10.2_14_150214269 138232652 122.817 110.679 134.955
14 M1GA0019807 138257726 122.8805 110.745 135.016
14 WU_10.2_14_150298075 138315340 122.914 110.766 135.062
14 MARC0062790 138357861 122.9265 110.781 135.072
14 H3GA0043392 138370305 122.942 110.786 135.098
14 H3GA0043395 138390706 122.9525 110.802 135.103
14 WU_10.2_14_150526843 138421568 122.9525 110.802 135.103
14 ASGA0068060 138429137 122.955 110.802 135.108
14 ASGA0068063 138463498 122.955 110.802 135.108
14 14_150608151 138503117 122.955 110.802 135.108
14 H3GA0043412 138542277 122.965 110.812 135.118
14 ASGA0068088 138584432 122.968 110.818 135.118
14 H3GA0043424 138605890 123.137 110.98 135.294
14 H3GA0043430 138633603 123.234 111.092 135.376
14 M1GA0019859 138753511 123.337 111.228 135.446
14 MARC0113549 138807394 123.372 111.269 135.475
14 MARC0029203 138868483 123.3925 111.31 135.475
14 M1GA0019872 138899539 123.627 111.431 135.823
14 M1GA0019894 138968100 123.6755 111.437 135.914
14 ASGA0068138 139038925 123.709 111.45 135.968
14 MARC0059646 139079702 123.7425 111.492 135.993
14 M1GA0019916 139184824 123.7515 111.498 136.005
14 ASGA0068165 139224077 123.767 111.511 136.023
14 ASGA0068172 139248582 123.7915 111.548 136.035
14 MARC0061806 139327949 123.8315 111.603 136.06
14 M1GA0019945 139335345 123.8345 111.609 136.06
14 ASGA0068208 139409875 123.9005 111.678 136.123
14 ALGA0083333 139422312 123.9005 111.678 136.123
14 H3GA0043533 139484309 124.0225 111.757 136.288
14 H3GA0043535 139524158 124.047 111.778 136.316
14 M1GA0019996 139547519 124.054 111.792 136.316
14 H3GA0043571 139576563 124.0755 111.813 136.338
14 H3GA0043574 139591715 124.093 111.827 136.359
14 ASGA0068236 139717828 124.199 111.968 136.43
14 MARC0056565 139811243 124.224 111.997 136.451
14 ALGA0109815 139819195 124.224 111.997 136.451
14 MARC0070268 139826408 124.224 111.997 136.451
14 WU_10.2_14_152072031 139832398 124.228 112.005 136.451
