chr snpid bp cM male_cM female_cM
12 ALGA0065723 25938819 49.332 36.935 61.729
12 ALGA0065740 25979646 49.476 36.976 61.976
12 MARC0049315 26018442 49.4845 36.976 61.993
12 ASGA0053879 26032153 49.724 37.026 62.422
12 MARC0036181 26114959 49.765 37.042 62.488
12 H3GA0055907 26199388 50.0165 37.124 62.909
12 H3GA0053386 26216813 50.058 37.141 62.975
12 DIAS0000635 26250533 50.1775 37.166 63.189
12 ALGA0120489 26276201 50.1815 37.166 63.197
12 ALGA0065798 26295093 50.198 37.166 63.23
12 ASGA0053920 26333018 50.2845 37.223 63.346
12 ALGA0065784 26376192 50.4655 37.297 63.634
12 ALGA0065785 26458292 50.581 37.33 63.832
12 MARC0074514 26507054 50.647 37.363 63.931
12 DIAS0001462 26677716 50.7005 37.388 64.013
12 ALGA0117681 26722991 50.7005 37.388 64.013
12 ALGA0110005 26749501 50.709 37.388 64.03
12 ALGA0065780 26768739 50.799 37.445 64.153
12 ASGA0053908 26792375 50.8035 37.454 64.153
12 ALGA0065773 26810952 50.8035 37.454 64.153
12 H3GA0033984 26829227 50.865 37.47 64.26
12 ALGA0065768 26873385 50.9595 37.519 64.4
12 H3GA0033980 26896525 51.009 37.544 64.474
12 ASGA0053899 26955862 51.0505 37.569 64.532
12 ASGA0053893 26992374 51.067 37.569 64.565
12 DIAS0004287 27031621 51.1 37.602 64.598
12 MARC0022385 27084352 51.2315 37.676 64.787
12 ALGA0105911 27109162 51.4005 37.7 65.101
12 CASI0010145 27382851 51.689 37.939 65.439
12 ALGA0108989 27389644 51.689 37.939 65.439
12 ASGA0095394 27543702 51.689 37.939 65.439
12 ASGA0104866 27584666 51.689 37.939 65.439
12 ALGA0114849 27607930 51.6935 37.948 65.439
12 ALGA0118014 27621471 51.6975 37.948 65.447
12 ASGA0105814 27670650 51.706 37.956 65.456
12 ALGA0105569 27687746 51.714 37.972 65.456
12 ASGA0053936 27842261 51.714 37.972 65.456
12 ALGA0065812 27863624 51.714 37.972 65.456
12 ALGA0065816 27939156 51.714 37.972 65.456
12 H3GA0034018 27967661 51.718 37.972 65.464
12 ALGA0065836 28012232 51.7225 37.981 65.464
12 ASGA0053943 28062784 51.7305 37.997 65.464
12 ALGA0065830 28135340 51.7305 37.997 65.464
12 ALGA0113798 28183750 51.7305 37.997 65.464
12 ASGA0102822 28183970 51.7305 37.997 65.464
12 MARC0010638 28194894 51.739 38.014 65.464
12 CASI0009146 28244736 51.739 38.014 65.464
12 ALGA0110239 28303728 51.739 38.014 65.464
12 ALGA0109288 28320308 51.739 38.014 65.464
12 ASGA0106287 28371696 51.739 38.014 65.464
12 ALGA0112411 28458479 51.739 38.014 65.464
12 ALGA0104556 28551479 51.739 38.014 65.464
12 ALGA0065838 28731262 51.776 38.055 65.497
12 ALGA0065841 28768445 51.776 38.055 65.497
12 MARC0114449 28810157 51.788 38.079 65.497
12 ALGA0065844 28831639 51.792 38.079 65.505
12 WU_10.2_12_29281361 28923144 51.792 38.079 65.505
12 MARC0061507 29056409 51.8125 38.12 65.505
12 ASGA0099473 29115570 51.8125 38.12 65.505
12 WU_10.2_12_29786049 29158087 51.8125 38.12 65.505
12 MARC0039241 29285185 51.817 38.129 65.505
12 ALGA0116215 29310934 51.817 38.129 65.505
12 WU_10.2_12_30085978 29705229 51.8335 38.137 65.53
12 MARC0083256 29769129 51.8335 38.137 65.53
12 WU_10.2_12_30224776 29844038 51.8335 38.137 65.53
12 WU_10.2_12_30324201 29943403 51.8335 38.137 65.53
12 WU_10.2_12_30579425 29986238 51.8335 38.137 65.53
12 WU_10.2_12_30479013 30058171 51.8335 38.137 65.53
12 ALGA0065850 30178511 51.8335 38.137 65.53
12 ASGA0053947 30195995 51.8335 38.137 65.53
12 MARC0040926 30231310 51.8335 38.137 65.53
12 MARC0001921 30259734 51.8335 38.137 65.53
12 DRGA0011688 30308588 51.8415 38.153 65.53
12 WU_10.2_12_30915272 30374788 51.862 38.186 65.538
12 ALGA0065869 30459555 51.8665 38.195 65.538
12 MARC0044696 30465750 51.8665 38.195 65.538
12 ALGA0065876 30603267 51.8705 38.203 65.538
12 ASGA0053963 30687115 51.965 38.293 65.637
12 WU_10.2_12_31279548 30715476 51.965 38.293 65.637
12 DRGA0011696 30793550 51.965 38.293 65.637
12 ASGA0053974 31018895 51.977 38.293 65.661
12 DRGA0011702 31053582 51.981 38.293 65.669
12 MARC0078793 31085693 51.981 38.293 65.669
12 ASGA0053981 31120928 51.9935 38.293 65.694
12 ALGA0065904 31154424 51.9975 38.293 65.702
12 ALGA0065906 31184245 52.035 38.326 65.744
12 ASGA0053987 31200478 52.121 38.441 65.801
12 ALGA0112297 31202633 52.121 38.441 65.801
12 WU_10.2_12_31737339 31260922 52.125 38.441 65.809
12 DIAS0001974 31264167 52.125 38.441 65.809
12 MARC0007320 31298020 52.125 38.441 65.809
12 H3GA0034044 31418198 52.138 38.45 65.826
12 ASGA0053996 31562090 52.1705 38.491 65.85
12 ALGA0065925 31622330 52.1915 38.516 65.867
12 MARC0027059 31648894 52.22 38.54 65.9
12 H3GA0034060 31676132 52.22 38.54 65.9
12 MARC0037889 31733162 52.29 38.581 65.999
12 H3GA0034063 31765149 52.339 38.614 66.064
12 ASGA0054011 31824765 52.352 38.631 66.073
12 MARC0008574 31860945 52.356 38.639 66.073
12 MARC0085766 31907373 52.3765 38.672 66.081
12 MARC0071015 31959301 52.422 38.738 66.106
12 ASGA0054021 32002956 52.422 38.738 66.106
12 ASGA0054041 32062911 52.422 38.738 66.106
12 WU_10.2_12_32825598 32089090 52.467 38.804 66.13
12 ASGA0054044 32139915 52.471 38.812 66.13
12 WU_10.2_12_32876753 32171144 52.4915 38.82 66.163
12 WU_10.2_12_33060594 32228895 52.4915 38.82 66.163
12 WU_10.2_12_33077453 32245751 52.504 38.845 66.163
12 WU_10.2_12_33170293 32340310 52.508 38.845 66.171
12 WU_10.2_12_33250749 32393648 52.5695 38.902 66.237
12 MARC0031396 32427760 52.6235 38.952 66.295
12 WU_10.2_12_33428262 32468316 52.8995 39.141 66.658
12 ASGA0089300 32481449 52.916 39.166 66.666
12 ALGA0065989 32543164 53.073 39.232 66.914
12 ALGA0065995 32577700 53.0975 39.232 66.963
12 ALGA0066000 32625930 53.1755 39.38 66.971
12 ALGA0119779 32659353 53.1755 39.38 66.971
12 WU_10.2_12_33549148 32699209 53.2575 39.396 67.119
12 MARC0054710 32740793 53.266 39.413 67.119
12 WU_10.2_12_33613532 32763341 53.2785 39.421 67.136
12 WU_10.2_12_33709155 32811158 53.324 39.454 67.194
12 DRGA0011720 32830735 53.324 39.454 67.194
12 MARC0016080 33010952 53.5545 39.561 67.548
12 ALGA0066053 33046144 53.563 39.569 67.557
12 ASGA0054137 33080942 53.6 39.602 67.598
12 DRGA0011723 33114337 53.6205 39.61 67.631
12 ASGA0102601 33205192 53.6495 39.635 67.664
12 H3GA0055148 33219976 53.6535 39.635 67.672
12 MARC0014955 33251968 53.6985 39.635 67.762
12 ASGA0099478 33290336 53.8345 39.676 67.993
12 ASGA0101424 33309183 54.1735 39.841 68.506
12 MARC0018401 33459076 54.1855 39.841 68.53
12 ASGA0054167 33564945 54.3255 39.915 68.736
12 H3GA0034133 33577229 54.3255 39.915 68.736
12 MARC0097496 33613523 54.474 40.022 68.926
12 MARC0072638 33662571 54.5065 40.038 68.975
12 ALGA0066091 33673968 54.589 40.063 69.115
12 WU_10.2_12_34446711 33727618 54.866 40.187 69.545
12 WU_10.2_12_34518055 33768725 54.969 40.195 69.743
12 M1GA0016584 33866115 55.1005 40.252 69.949
12 WU_10.2_12_34691739 33923668 55.1375 40.252 70.023
12 ALGA0066145 33983910 55.282 40.277 70.287
12 H3GA0052480 34031802 55.3725 40.318 70.427
12 MARC0070458 34061182 55.43 40.343 70.517
12 MARC0026738 34094191 55.5 40.409 70.591
12 DBWU0000835 34125050 55.574 40.442 70.706
12 ASGA0054302 34137909 55.5785 40.442 70.715
12 H3GA0034233 34172549 55.656 40.466 70.846
12 ASGA0054317 34194790 55.6605 40.466 70.855
12 H3GA0034238 34217730 55.665 40.475 70.855
12 DIAS0001138 34280971 55.7265 40.491 70.962
12 ASGA0054291 34318233 55.7425 40.499 70.986
12 ASGA0054326 34325911 55.8005 40.532 71.069
12 ASGA0054332 34371590 55.8045 40.532 71.077
12 ASGA0054337 34422982 55.875 40.615 71.135
12 DRGA0011732 34467908 56.0065 40.705 71.308
12 DIAS0000466 34501587 56.068 40.771 71.365
12 MARC0040388 34543584 56.1215 40.812 71.431
12 ALGA0066208 34573633 56.192 40.829 71.555
12 ALGA0066210 34599033 56.2615 40.845 71.678
12 ASGA0054360 34657031 56.274 40.845 71.703
12 ALGA0066214 34687264 56.2945 40.845 71.744
12 ASGA0054362 34710106 56.3025 40.853 71.752
12 WU_10.2_12_36028648 34787363 56.3065 40.853 71.76
12 WU_10.2_12_35938691 34827198 56.315 40.853 71.777
12 ALGA0116573 34885951 56.3315 40.87 71.793
12 WU_10.2_12_35831702 34928713 56.3355 40.878 71.793
12 WU_10.2_12_35745414 34971301 56.389 40.919 71.859
12 WU_10.2_12_35581610 35082335 56.389 40.919 71.859
12 ALGA0066217 35199130 56.389 40.919 71.859
12 WU_10.2_12_36458453 35239681 56.389 40.919 71.859
12 WU_10.2_12_36497194 35278410 56.389 40.919 71.859
12 WU_10.2_12_36544682 35325830 56.389 40.919 71.859
12 WU_10.2_12_37091664 35416124 56.4345 40.944 71.925
12 MARC0101217 35455297 56.5335 40.977 72.09
12 ALGA0066221 35689728 56.731 41.108 72.354
12 ALGA0066222 35716520 56.772 41.125 72.419
12 MARC0039239 35751427 56.7845 41.133 72.436
12 DRGA0011741 35788664 56.805 41.166 72.444
12 WU_10.2_12_36631761 35820239 56.937 41.298 72.576
12 INRA0038984 35880188 56.937 41.298 72.576
12 WU_10.2_12_37184155 35909036 56.945 41.298 72.592
12 H3GA0034268 35979413 56.949 41.306 72.592
12 ALGA0066234 35993482 56.949 41.306 72.592
12 H3GA0034269 36047544 57.007 41.364 72.65
12 WU_10.2_12_37408276 36133162 57.2045 41.454 72.955
12 H3GA0034274 36207006 57.2125 41.462 72.963
12 ALGA0066247 36229993 57.2415 41.487 72.996
12 ASGA0054385 36269246 57.2415 41.487 72.996
12 WU_10.2_12_37636147 36311287 57.3075 41.512 73.103
12 ALGA0066249 36357955 57.3075 41.512 73.103
12 ASGA0054390 36455949 57.3075 41.512 73.103
12 WU_10.2_12_37868540 36495341 57.3075 41.512 73.103
12 WU_10.2_12_37934509 36552010 57.3195 41.536 73.103
12 WU_10.2_12_38036281 36618243 57.328 41.536 73.12
12 ALGA0066256 36648462 57.3325 41.545 73.12
12 WU_10.2_12_37973334 36679255 57.3365 41.545 73.128
12 WU_10.2_12_38177259 36727210 57.39 41.619 73.161
12 DRGA0011751 36746840 57.427 41.627 73.227
12 ALGA0102719 36805413 57.6205 41.759 73.482
12 WU_10.2_12_38221017 36837902 57.6495 41.8 73.499
12 WU_10.2_12_38309822 36859512 57.678 41.824 73.532
12 WU_10.2_12_38331563 36881232 57.744 41.882 73.606
12 MARC0039716 36907752 57.785 41.907 73.663
12 ASGA0093336 36908366 57.785 41.907 73.663
12 WU_10.2_12_38447628 36999953 57.822 41.931 73.713
12 WU_10.2_12_38477807 37029965 57.83 41.931 73.729
12 ALGA0123819 37063376 57.83 41.931 73.729
12 WU_10.2_12_38571219 37126499 57.851 41.948 73.754
12 WU_10.2_12_38598875 37154118 57.8675 41.981 73.754
12 WU_10.2_12_38654324 37209550 57.8875 41.997 73.778
12 MARC0115537 37253607 57.8915 42.005 73.778
12 WU_10.2_12_38736319 37291318 57.8915 42.005 73.778
12 WU_10.2_12_38776723 37330528 57.896 42.014 73.778
12 WU_10.2_12_38974007 37526512 57.9455 42.047 73.844
12 ALGA0111531 37552924 57.95 42.047 73.853
12 12_39105292 37571787 57.97 42.063 73.877
12 ASGA0104154 37576823 57.974 42.071 73.877
12 WU_10.2_12_39068631 37598544 57.982 42.079 73.885
12 WU_10.2_12_39231652 37635027 57.9865 42.088 73.885
12 WU_10.2_12_39216137 37650811 58.0525 42.121 73.984
12 WU_10.2_12_39201235 37665714 58.0525 42.121 73.984
12 WU_10.2_12_39329837 37801236 58.1475 42.154 74.141
12 WU_10.2_12_39307673 37823958 58.1475 42.154 74.141
12 WU_10.2_12_39438023 37852185 58.1555 42.154 74.157
12 WU_10.2_12_39460882 37872429 58.1555 42.154 74.157
12 ALGA0111445 37948182 58.164 42.154 74.174
12 M1GA0016672 37966952 58.2215 42.195 74.248
12 ASGA0054400 38009636 58.3035 42.244 74.363
12 WU_10.2_12_39570057 38034413 58.394 42.244 74.544
12 WU_10.2_12_39698260 38077315 58.5175 42.318 74.717
12 WU_10.2_12_39704691 38086197 58.526 42.318 74.734
12 WU_10.2_12_39749456 38130958 58.79 42.45 75.13
12 WU_10.2_12_39801078 38182975 58.8475 42.516 75.179
12 WU_10.2_12_39862425 38244310 58.93 42.557 75.303
12 ALGA0066285 38260844 58.9545 42.557 75.352
12 ASGA0105561 38311427 59 42.565 75.435
12 H3GA0056701 38329499 59.0615 42.606 75.517
12 MARC0038400 38400096 59.1195 42.631 75.608
12 MARC0008973 38438694 59.148 42.656 75.64
12 WU_10.2_12_40075270 38458374 59.1645 42.656 75.673
12 MARC0108602 38498773 59.1645 42.656 75.673
12 WU_10.2_12_40164929 38548012 59.181 42.664 75.698
12 WU_10.2_12_40183345 38566410 59.181 42.664 75.698
12 ALGA0066302 38621011 59.255 42.721 75.789
12 WU_10.2_12_40271308 38654450 59.2595 42.73 75.789
12 WU_10.2_12_40315688 38702451 59.2715 42.738 75.805
12 M1GA0016697 38825488 59.296 42.779 75.813
12 WU_10.2_12_40410179 38840170 59.3205 42.795 75.846
12 WU_10.2_12_40473178 38851923 59.3455 42.82 75.871
12 WU_10.2_12_40527591 38906206 59.4115 42.853 75.97
12 ASGA0054453 38911106 59.4115 42.853 75.97
12 WU_10.2_12_40575128 38953583 59.4115 42.853 75.97
12 WU_10.2_12_40624733 38982985 59.4565 42.878 76.035
12 WU_10.2_12_40639465 38997596 59.4565 42.878 76.035
12 WU_10.2_12_40677475 39035616 59.514 42.902 76.126
12 WU_10.2_12_40787505 39142316 59.6915 42.968 76.415
12 WU_10.2_12_40913378 39257623 59.753 43.001 76.505
12 WU_10.2_12_40894652 39305897 59.7775 43.009 76.546
12 WU_10.2_12_40955718 39323097 59.7775 43.009 76.546
12 WU_10.2_12_41022779 39453312 59.7775 43.009 76.546
12 H3GA0055128 39479581 59.8025 43.009 76.596
12 WU_10.2_12_41063169 39493703 59.84 43.018 76.662
12 WU_10.2_12_41135707 39566229 59.9795 43.05 76.909
12 WU_10.2_12_41170720 39601246 60.0085 43.05 76.967
12 12_41185242 39615976 60.128 43.075 77.181
12 MARC0091586 39682055 60.2185 43.108 77.329
12 ASGA0054460 39721723 60.243 43.116 77.37
12 WU_10.2_12_41344517 39833637 60.3175 43.141 77.494
12 WU_10.2_12_41369481 39858600 60.3215 43.141 77.502
12 WU_10.2_12_41406009 39895126 60.3875 43.141 77.634
12 DBKK0000238 39934289 60.461 43.157 77.765
12 H3GA0034333 39976401 60.515 43.174 77.856
12 DIAS0000242 40010805 60.5475 43.19 77.905
12 MARC0051533 40045665 60.552 43.199 77.905
12 WU_10.2_12_41623718 40112677 60.593 43.207 77.979
12 WU_10.2_12_41680426 40119371 60.618 43.215 78.021
12 WU_10.2_12_41685027 40123964 60.6425 43.223 78.062
12 WU_10.2_12_41737349 40200434 60.704 43.256 78.152
12 WU_10.2_12_41802511 40243034 60.704 43.256 78.152
12 WU_10.2_12_41835871 40276384 60.704 43.256 78.152
12 ASGA0093685 40358820 60.8155 43.297 78.334
12 WU_10.2_12_41998039 40438446 60.9065 43.306 78.507
12 WU_10.2_12_42018142 40458364 61.071 43.33 78.812
12 M1GA0026100 40519573 61.261 43.38 79.142
12 H3GA0053269 40531282 61.492 43.421 79.563
12 WU_10.2_12_42058937 40532452 61.529 43.421 79.637
12 WU_10.2_12_42176190 40596431 61.731 43.47 79.992
12 WU_10.2_12_42310291 40606648 61.76 43.47 80.05
12 ALGA0118770 40664614 62.074 43.552 80.596
12 ALGA0114017 40703215 62.231 43.577 80.885
12 ALGA0108001 40714393 62.2435 43.577 80.91
12 ASGA0093092 40732526 62.3465 43.61 81.083
12 WU_10.2_12_42434421 40772266 62.565 43.684 81.446
12 WU_10.2_12_42547198 40828223 63.0375 43.907 82.168
12 WU_10.2_12_42608459 40897648 63.2185 43.997 82.44
12 ASGA0054522 40916459 63.2765 44.005 82.548
12 WU_10.2_12_42676693 40965772 63.33 44.022 82.638
12 WU_10.2_12_42704300 40993382 63.5735 44.104 83.043
12 M1GA0024416 41221682 64.151 44.269 84.033
12 12_43021102 41290531 64.283 44.294 84.272
12 WU_10.2_12_43046312 41315947 64.456 44.392 84.52
12 WU_10.2_12_43119060 41388792 64.687 44.524 84.85
12 ALGA0066446 41438450 64.864 44.672 85.056
12 WU_10.2_12_43310951 41496409 64.9675 44.714 85.221
12 M1GA0016745 41515223 65.025 44.755 85.295
12 WU_10.2_12_43239840 41569782 65.194 44.903 85.485
12 WU_10.2_12_43208657 41601807 65.268 44.944 85.592
12 WU_10.2_12_43344830 41626712 65.297 44.993 85.601
12 WU_10.2_12_43376303 41658203 65.4 45.035 85.765
12 ASGA0054658 41734343 65.5155 45.059 85.972
12 WU_10.2_12_43486946 41768904 65.7135 45.166 86.261
12 H3GA0054821 41845090 65.9985 45.306 86.691
12 WU_10.2_12_43574530 41886085 66.073 45.323 86.823
12 WU_10.2_12_43594186 41905699 66.1635 45.331 86.996
12 ASGA0100140 41948120 66.2295 45.397 87.062
12 WU_10.2_12_43701192 42030251 66.5435 45.537 87.55
12 WU_10.2_12_43739600 42069096 66.7085 45.644 87.773
12 WU_10.2_12_43841403 42170145 66.8735 45.809 87.938
12 ASGA0090983 42192325 66.9225 45.866 87.979
12 MARC0087562 42225466 67.0585 45.981 88.136
12 WU_10.2_12_44027503 42268955 67.1165 45.998 88.235
12 WU_10.2_12_44059470 42300246 67.2065 46.047 88.366
12 WU_10.2_12_44094224 42335003 67.3015 46.047 88.556
12 M1GA0016777 42407861 67.413 46.105 88.721
12 WU_10.2_12_44212769 42453506 67.483 46.113 88.853
12 WU_10.2_12_44300823 42541294 67.57 46.146 88.994
12 12_44317562 42558096 67.652 46.162 89.142
12 DIAS0004274 42585364 67.652 46.162 89.142
12 WU_10.2_12_44365069 42605268 67.681 46.171 89.191
12 WU_10.2_12_44569513 42657313 67.7755 46.228 89.323
12 WU_10.2_12_44505563 42721240 67.85 46.245 89.455
12 WU_10.2_12_44475384 42751426 67.9905 46.278 89.703
12 WU_10.2_12_44409809 42817053 68.106 46.36 89.852
12 WU_10.2_12_44630036 42827151 68.188 46.401 89.975
12 M1GA0016795 42849144 68.279 46.467 90.091
12 WU_10.2_12_44685510 42886779 68.3905 46.5 90.281
12 ASGA0054752 42932964 68.772 46.999 90.545
12 WU_10.2_12_44780599 42991827 69.3825 47.673 91.092
12 WU_10.2_12_45020219 43143221 69.7265 47.723 91.73
12 WU_10.2_12_44958102 43205393 69.9455 47.789 92.102
12 WU_10.2_12_45052016 43234954 69.962 47.789 92.135
12 WU_10.2_12_45096388 43267606 70.2145 47.839 92.59
12 WU_10.2_12_45131023 43302949 70.293 47.839 92.747
12 WU_10.2_12_45193413 43365290 70.458 47.896 93.02
12 WU_10.2_12_45228412 43399824 70.483 47.905 93.061
12 ASGA0105266 43427829 70.5165 47.93 93.103
12 ALGA0116086 43446502 70.5405 47.946 93.135
12 WU_10.2_12_45318898 43491592 70.611 47.979 93.243
12 WU_10.2_12_45389192 43563509 70.611 47.979 93.243
12 WU_10.2_12_45424855 43599143 70.611 47.979 93.243
12 DIAS0000887 43619007 70.611 47.979 93.243
12 ALGA0066637 43662013 70.623 47.987 93.259
12 WU_10.2_12_45505954 43685575 70.627 47.987 93.267
12 WU_10.2_12_45523175 43702558 70.627 47.987 93.267
12 H3GA0034530 43757124 70.627 47.987 93.267
12 WU_10.2_12_45692035 43879965 70.677 47.996 93.358
12 MARC0071898 43922793 70.7225 48.029 93.416
12 WU_10.2_12_45635446 43936380 70.776 48.087 93.465
12 ALGA0122685 43952687 70.7925 48.087 93.498
12 WU_10.2_12_45803587 43956958 70.896 48.145 93.647
12 WU_10.2_12_45839485 43992854 71.0155 48.219 93.812
12 WU_10.2_12_45857648 44011017 71.082 48.261 93.903
12 WU_10.2_12_45953608 44106975 71.2925 48.443 94.142
12 ALGA0112253 44138044 71.4415 48.501 94.382
12 MARC0047537 44190547 71.6105 48.666 94.555
12 WU_10.2_12_46061303 44213728 71.6105 48.666 94.555
12 WU_10.2_12_46097409 44249825 71.6105 48.666 94.555
12 WU_10.2_12_46154021 44308124 71.644 48.675 94.613
12 WU_10.2_12_46209606 44363255 71.8465 48.757 94.936
12 ALGA0066656 44443257 72.0245 48.857 95.192
12 WU_10.2_12_46319792 44473321 72.202 49.039 95.365
12 WU_10.2_12_46448883 44491253 72.202 49.039 95.365
12 WU_10.2_12_46339202 44557296 72.227 49.056 95.398
12 WU_10.2_12_46521542 44609048 72.666 49.354 95.978
12 WU_10.2_12_46526546 44614054 72.666 49.354 95.978
12 H3GA0055238 44649805 72.6745 49.354 95.995
12 WU_10.2_18_18230 44662805 72.683 49.363 96.003
12 WU_10.2_18_55321 44699503 72.716 49.363 96.069
12 ALGA0118541 44769971 72.7405 49.371 96.11
12 ASGA0084528 44772226 72.757 49.379 96.135
12 ALGA0110963 44794202 72.778 49.396 96.16
12 WU_10.2_12_46804217 44819825 72.8685 49.478 96.259
12 MARC0041467 44871153 72.9345 49.503 96.366
12 WU_10.2_12_46879290 44894432 73.245 49.702 96.788
12 DIAS0001598 44953028 73.245 49.702 96.788
12 MARC0026575 45009281 73.2535 49.702 96.805
12 MARC0033294 45036586 73.2535 49.702 96.805
12 WU_10.2_12_47169718 45096256 73.2905 49.735 96.846
12 WU_10.2_12_47109910 45157887 73.303 49.752 96.854
12 WU_10.2_12_47089643 45178482 73.468 49.859 97.077
12 ASGA0054824 45235512 73.472 49.859 97.085
12 WU_10.2_12_47211746 45365103 73.5385 49.917 97.16
12 ASGA0054836 45372120 73.5385 49.917 97.16
12 ALGA0066685 45415984 73.547 49.926 97.168
12 WU_10.2_12_47456310 45504491 73.5595 49.926 97.193
12 WU_10.2_12_47567560 45614068 73.6005 49.984 97.217
12 WU_10.2_12_47589681 45636200 73.6005 49.984 97.217
12 ASGA0054861 45675657 73.6005 49.984 97.217
12 ASGA0054859 45726398 73.6005 49.984 97.217
12 ALGA0066694 45758525 73.6915 50.075 97.308
12 WU_10.2_12_47931054 45789800 73.6955 50.075 97.316
12 WU_10.2_12_47873596 45816230 73.708 50.083 97.333
12 ASGA0054862 45827405 73.708 50.083 97.333
12 WU_10.2_12_47809068 45883186 73.708 50.083 97.333
12 WU_10.2_12_48014359 45960875 73.712 50.091 97.333
12 WU_10.2_12_48040569 45994041 73.803 50.224 97.382
12 WU_10.2_12_48060726 46014520 73.803 50.224 97.382
12 WU_10.2_12_48475167 46079417 73.803 50.224 97.382
12 WU_10.2_12_48416845 46137724 73.8075 50.224 97.391
12 ALGA0112442 46161519 73.8775 50.298 97.457
12 WU_10.2_12_48315102 46183559 73.8815 50.298 97.465
12 WU_10.2_12_48297863 46200771 74.0675 50.472 97.663
12 WU_10.2_12_48272702 46225901 74.0675 50.472 97.663
12 WU_10.2_12_48107944 46287492 74.088 50.472 97.704
12 WU_10.2_12_48121999 46301133 74.088 50.472 97.704
12 WU_10.2_12_48219719 46419422 74.105 50.489 97.721
12 WU_10.2_12_48530420 46440855 74.121 50.497 97.745
12 ALGA0121063 46453876 74.1335 50.522 97.745
12 WU_10.2_12_48577807 46488138 74.1625 50.555 97.77
12 WU_10.2_12_48649712 46559866 74.187 50.571 97.803
12 MARC0110796 46604384 74.2985 50.687 97.91
12 WU_10.2_12_48714768 46625070 74.51 50.82 98.2
12 WU_10.2_12_48765953 46675815 74.7125 50.961 98.464
12 WU_10.2_12_48804932 46713226 74.766 50.977 98.555
12 ASGA0090672 46772050 74.799 51.002 98.596
12 WU_10.2_12_48897512 46806238 74.981 51.126 98.836
12 12_48968569 46871773 74.981 51.126 98.836
12 WU_10.2_12_49048547 46905185 74.981 51.126 98.836
12 WU_10.2_12_49070295 46926582 74.981 51.126 98.836
12 WU_10.2_12_49099267 46955386 74.985 51.126 98.844
12 WU_10.2_12_49188241 47023988 75.0015 51.126 98.877
12 ASGA0101340 47038120 75.42 51.358 99.482
12 WU_10.2_12_49247551 47083296 75.486 51.416 99.556
12 WU_10.2_12_49269832 47105574 76.1305 51.907 100.354
12 MARC0049744 47184260 76.1345 51.907 100.362
12 WU_10.2_12_49389467 47224176 76.147 51.907 100.387
12 WU_10.2_12_49488579 47344143 76.1965 51.94 100.453
12 WU_10.2_12_49470166 47361863 76.4325 51.998 100.867
12 WU_10.2_12_49543567 47377162 76.482 52.006 100.958
12 WU_10.2_12_49797514 47703165 76.834 52.18 101.488
12 ALGA0115592 47724890 76.85 52.196 101.504
12 WU_10.2_12_49674256 47789410 76.958 52.213 101.703
12 WU_10.2_12_49696804 47811951 76.966 52.213 101.719
12 ALGA0123348 47843443 76.966 52.213 101.719
12 WU_10.2_12_49772077 47886472 77.193 52.345 102.041
12 WU_10.2_12_49872593 48019618 77.375 52.461 102.289
12 ASGA0054868 48066819 77.375 52.461 102.289
12 WU_10.2_12_49952359 48099377 77.3835 52.461 102.306
12 WU_10.2_12_49979240 48126255 77.3875 52.461 102.314
12 WU_10.2_12_50042619 48181049 77.4205 52.461 102.38
12 WU_10.2_12_50058103 48198479 77.4575 52.494 102.421
12 H3GA0034587 48288023 77.4575 52.494 102.421
12 WU_10.2_12_50180402 48321530 77.6605 52.668 102.653
12 ALGA0066725 48513785 77.673 52.677 102.669
12 ASGA0054883 48591844 77.673 52.677 102.669
12 WU_10.2_12_50505783 48736427 77.673 52.677 102.669
12 H3GA0034597 48780296 77.6935 52.677 102.71
12 ALGA0066740 48811798 77.698 52.677 102.719
12 H3GA0034599 48832012 77.7675 52.726 102.809
12 ASGA0054900 48853728 77.7675 52.726 102.809
12 WU_10.2_12_50640918 48874241 77.7675 52.726 102.809
12 ALGA0117245 48901101 77.7965 52.759 102.834
12 ASGA0054903 48901564 77.8715 52.826 102.917
12 DRGA0011793 48942747 77.8795 52.834 102.925
12 ASGA0089115 48953299 77.8795 52.834 102.925
12 WU_10.2_12_50967169 48962942 77.8795 52.834 102.925
12 ASGA0054919 48982317 77.9045 52.851 102.958
12 DRGA0011794 49104630 78.045 53.033 103.057
12 ALGA0066858 49369630 78.057 53.049 103.065
12 H3GA0034642 49390321 78.057 53.049 103.065
12 ALGA0066854 49537469 78.0865 53.058 103.115
12 WU_10.2_12_51414289 49599205 78.0865 53.058 103.115
12 WU_10.2_12_51467807 49611796 78.1195 53.066 103.173
12 ALGA0104083 49642408 78.177 53.066 103.288
12 WU_10.2_12_51521429 49662064 78.177 53.066 103.288
12 WU_10.2_12_51544989 49685335 78.218 53.082 103.354
12 ASGA0099044 49721563 78.272 53.107 103.437
12 ALGA0117416 49762181 78.3505 53.157 103.544
12 WU_10.2_12_51707039 49796869 78.454 53.265 103.643
12 WU_10.2_12_51790398 49858629 78.4865 53.289 103.684
12 ALGA0124577 49909397 78.5615 53.331 103.792
12 WU_10.2_12_51752425 49939611 79.001 53.721 104.281
12 ALGA0066888 50006582 79.009 53.729 104.289
12 H3GA0034657 50022041 79.013 53.729 104.297
12 WU_10.2_12_52018803 50031641 79.0795 53.771 104.388
12 ALGA0066881 50146135 79.0835 53.771 104.396
